secCode,年度,ESGスコア
6315,2022,1.69
6315,2023,4.2
6315,2024,3.53
6315,2025,4.25
6316,2021,1.68
6316,2022,2.74
6316,2023,1.52
6316,2024,4.84
6316,2025,1.25
6317,2021,1.26
6317,2022,4.59
6317,2023,2.2
6317,2024,3.39
6317,2025,2.15
6322,2021,3.6
6322,2022,1.77
6322,2023,2.84
6322,2024,3.13
6322,2025,2.33
6323,2021,2.01
6323,2022,1.56
6323,2023,3.82
6323,2024,1.67
6323,2025,2.17
6324,2021,2.35
6324,2022,2.82
6324,2023,3.81
6324,2024,2.71
6324,2025,4.48
6325,2021,3.72
6325,2022,4.35
6325,2023,3.87
6325,2024,1.59
6325,2025,4.91
6326,2021,4.15
6326,2022,3.29
6326,2023,1.66
6326,2024,1.69
6326,2025,3.46
6327,2021,2.66
6327,2022,3.7
6327,2023,2.49
6327,2024,3.05
6327,2025,1.75
6328,2021,1.62
6328,2022,1.3
6328,2023,4.28
6328,2024,3.22
6328,2025,4.79
6330,2021,4.0
6330,2022,4.08
6330,2023,3.04
6330,2024,4.26
6330,2025,4.77
6331,2021,3.89
6331,2022,1.42
6331,2023,3.6
6331,2024,1.48
6331,2025,1.31
6332,2021,3.77
6332,2022,4.34
6332,2023,1.64
6332,2024,1.3
6332,2025,4.55
6333,2021,1.53
6333,2022,1.14
6333,2023,3.88
6333,2024,4.39
6333,2025,3.06
6334,2021,3.16
6334,2022,2.35
6334,2023,1.95
6334,2024,4.02
6334,2025,4.4
6335,2021,2.28
6335,2022,2.1
6335,2023,2.07
6335,2024,1.2
6335,2025,2.12
6336,2021,1.1
6336,2022,4.15
6336,2023,2.02
6336,2024,3.76
6336,2025,3.17
6337,2021,4.35
6337,2022,4.84
6337,2023,2.47
6337,2024,1.35
6337,2025,4.0
6338,2021,1.09
6338,2022,1.89
6338,2023,1.21
6338,2024,4.59
6338,2025,1.02
6339,2021,2.97
6339,2022,2.7
6339,2023,3.61
6339,2024,2.16
6339,2025,4.49
6340,2021,3.94
6340,2022,2.73
6340,2023,2.43
6340,2024,4.26
6340,2025,4.03
6342,2021,2.6
6342,2022,2.37
6342,2023,1.16
6342,2024,1.33
6342,2025,1.22
6343,2021,1.1
6343,2022,1.61
6343,2023,4.43
6343,2024,4.19
6343,2025,4.38
6345,2021,3.5
6345,2022,3.5
6345,2023,1.5
6345,2024,3.8
6345,2025,2.12
6346,2021,3.08
6346,2022,4.82
6346,2023,4.48
6346,2024,1.93
6346,2025,3.95
6347,2021,1.42
6347,2022,1.11
6347,2023,1.11
6347,2024,1.68
6347,2025,3.78
6349,2021,2.45
6349,2022,1.06
6349,2023,4.95
6349,2024,3.13
6349,2025,2.58
6351,2021,3.08
6351,2022,3.08
6351,2023,2.88
6351,2024,3.45
6351,2025,4.54
6356,2021,2.21
6356,2022,2.95
6356,2023,1.01
6356,2024,4.44
6356,2025,2.22
6357,2021,2.09
6357,2022,4.99
6357,2023,3.34
6357,2024,1.49
6357,2025,2.06
6358,2021,2.41
6358,2022,4.94
6358,2023,2.72
6358,2024,1.92
6358,2025,3.28
6360,2021,2.62
6360,2022,1.22
6360,2023,4.44
6360,2024,1.06
6360,2025,4.59
6361,2021,4.17
6361,2022,1.3
6361,2023,3.89
6361,2024,4.08
6361,2025,3.41
6363,2021,3.31
6363,2022,1.2
6363,2023,1.24
6363,2024,3.91
6363,2025,1.42
6364,2021,1.97
6364,2022,3.0
6364,2023,1.66
6364,2024,4.16
6364,2025,4.23
6365,2021,4.37
6365,2022,1.2
6365,2023,2.71
6365,2024,4.39
6365,2025,2.45
6366,2021,3.78
6366,2022,3.36
6366,2023,2.39
6366,2024,2.11
6366,2025,3.61
6367,2021,1.53
6367,2022,4.44
6367,2023,3.31
6367,2024,1.45
6367,2025,3.81
6368,2021,2.72
6368,2022,1.82
6368,2023,4.84
6368,2024,3.88
6368,2025,3.37
6369,2021,4.4
6369,2022,3.18
6369,2023,2.77
6369,2024,1.76
6369,2025,1.61
6370,2021,2.73
6370,2022,2.82
6370,2023,3.93
6370,2024,2.77
6370,2025,3.37
6371,2021,4.33
6371,2022,4.97
6371,2023,2.29
6371,2024,4.61
6371,2025,4.22
6376,2021,1.27
6376,2022,2.34
6376,2023,1.88
6376,2024,3.66
6376,2025,3.22
6378,2021,2.98
6378,2022,4.05
6378,2023,2.33
6378,2024,2.53
6378,2025,4.46
6379,2021,4.89
6379,2022,4.11
6379,2023,1.87
6379,2024,1.45
6379,2025,1.84
6380,2021,2.69
6380,2022,1.95
6380,2023,4.6
6380,2024,3.68
6380,2025,2.67
6381,2021,2.1
6381,2022,2.52
6381,2023,2.9
6381,2024,3.86
6381,2025,1.36
6382,2021,4.4
6382,2022,1.51
6382,2023,2.05
6382,2024,4.97
6382,2025,1.76
6383,2021,1.4
6383,2022,3.55
6383,2023,2.57
6383,2024,1.37
6383,2025,1.01
6384,2021,1.32
6384,2022,3.09
6384,2023,1.92
6384,2024,4.11
6384,2025,4.43
6387,2021,1.58
6387,2022,2.35
6387,2023,1.59
6387,2024,2.15
6387,2025,1.96
6390,2021,4.15
6390,2022,2.38
6390,2023,2.98
6390,2024,3.7
6390,2025,4.29
6391,2021,2.2
6391,2022,1.84
6391,2023,4.91
6391,2024,2.28
6391,2025,3.68
6392,2021,3.71
6392,2022,3.06
6392,2023,1.91
6392,2024,1.57
6392,2025,2.95
6393,2021,3.04
6393,2022,4.09
6393,2023,3.84
6393,2024,4.65
6393,2025,4.88
6395,2021,3.91
6395,2022,1.31
6395,2023,2.62
6395,2024,3.44
6395,2025,3.36
6396,2021,1.73
6396,2022,3.33
6396,2023,2.4
6396,2024,2.36
6396,2025,4.34
6400,2021,2.69
6400,2022,3.11
6400,2023,3.25
6400,2024,3.25
6400,2025,1.85
6402,2021,3.4
6402,2022,2.34
6402,2023,3.62
6402,2024,1.58
6402,2025,4.98
6403,2021,4.09
6403,2022,2.67
6403,2023,2.21
6403,2024,2.55
6403,2025,3.88
6405,2021,3.62
6405,2022,3.81
6405,2023,4.56
6405,2024,2.83
6405,2025,3.68
6407,2021,2.77
6407,2022,3.55
6407,2023,2.9
6407,2024,4.11
6407,2025,1.02
6408,2021,1.86
6408,2022,2.19
6408,2023,4.78
6408,2024,3.03
6408,2025,2.46
6412,2021,2.62
6412,2022,2.81
6412,2023,4.47
6412,2024,4.85
6412,2025,4.38
6413,2021,4.37
6413,2022,1.8
6413,2023,2.07
6413,2024,3.38
6413,2025,3.62
6417,2021,1.81
6417,2022,3.99
6417,2023,1.8
6417,2024,2.05
6417,2025,2.23
6418,2021,4.38
6418,2022,3.93
6418,2023,3.12
6418,2024,4.28
6418,2025,4.25
6419,2021,2.56
6419,2022,4.13
6419,2023,1.82
6419,2024,3.01
6419,2025,1.47
6420,2021,2.71
6420,2022,3.08
6420,2023,1.32
6420,2024,2.85
6420,2025,3.61
6424,2021,3.46
6424,2022,1.22
6424,2023,1.38
6424,2024,2.41
6424,2025,4.37
6425,2021,4.48
6425,2022,2.24
6425,2023,3.88
6425,2024,3.31
6425,2025,4.93
6428,2021,1.38
6428,2022,3.19
6428,2023,3.37
6428,2024,2.23
6428,2025,1.19
6430,2021,1.21
6430,2022,2.81
6430,2023,3.77
6430,2024,3.8
6430,2025,1.72
6432,2021,4.43
6432,2022,2.51
6432,2023,4.86
6432,2024,1.47
6432,2025,4.35
6433,2021,4.63
6433,2022,4.29
6433,2023,4.24
6433,2024,2.45
6433,2025,3.85
6436,2021,3.32
6436,2022,2.7
6436,2023,4.97
6436,2024,2.16
6436,2025,2.65
6440,2021,4.61
6440,2022,2.16
6440,2023,1.61
6440,2024,2.24
6440,2025,4.04
6444,2021,4.44
6444,2022,1.46
6444,2023,3.49
6444,2024,3.27
6444,2025,3.68
6445,2021,3.68
6445,2022,4.84
6445,2023,2.39
6445,2024,2.2
6445,2025,3.32
6448,2021,2.72
6448,2022,2.9
6448,2023,1.28
6448,2024,1.59
6448,2025,4.74
6454,2021,1.27
6454,2022,3.36
6454,2023,4.02
6454,2024,1.05
6454,2025,1.89
6455,2021,2.51
6455,2022,3.03
6455,2023,2.37
6455,2024,3.6
6455,2025,1.91
6457,2021,1.1
6457,2022,1.01
6457,2023,2.38
6457,2024,2.45
6457,2025,4.79
6458,2021,1.18
6458,2022,3.12
6458,2023,3.31
6458,2024,3.8
6458,2025,3.55
6459,2021,1.03
6459,2022,3.53
6459,2023,2.29
6459,2024,4.09
6459,2025,1.75
6460,2021,3.86
6460,2022,3.5
6460,2023,3.61
6460,2024,1.7
6460,2025,3.68
6463,2021,3.95
6463,2022,2.96
6463,2023,2.36
6463,2024,1.67
6463,2025,2.16
6464,2021,4.06
6464,2022,2.64
6464,2023,3.81
6464,2024,3.96
6464,2025,3.7
6465,2021,3.69
6465,2022,3.44
6465,2023,3.07
6465,2024,1.79
6465,2025,4.37
6466,2021,4.86
6466,2022,2.87
6466,2023,4.73
6466,2024,4.99
6466,2025,2.94
6467,2021,3.9
6467,2022,3.58
6467,2023,1.95
6467,2024,1.19
6467,2025,2.81
6469,2021,4.15
6469,2022,2.3
6469,2023,4.14
6469,2024,3.62
6469,2025,3.78
6470,2021,2.14
6470,2022,2.88
6470,2023,1.73
6470,2024,1.99
6470,2025,1.36
6471,2021,1.51
6471,2022,1.84
6471,2023,3.32
6471,2024,2.76
6471,2025,2.07
6472,2021,4.44
6472,2022,3.1
6472,2023,4.69
6472,2024,3.54
6472,2025,1.06
6473,2021,4.65
6473,2022,4.43
6473,2023,3.54
6473,2024,3.14
6473,2025,2.81
6474,2021,2.93
6474,2022,4.08
6474,2023,3.05
6474,2024,1.7
6474,2025,1.23
6479,2021,1.5
6479,2022,2.01
6479,2023,2.47
6479,2024,4.57
6479,2025,1.96
6480,2021,2.28
6480,2022,1.89
6480,2023,3.18
6480,2024,3.47
6480,2025,3.13
6481,2021,4.81
6481,2022,4.98
6481,2023,4.35
6481,2024,4.22
6481,2025,2.46
6482,2021,3.32
6482,2022,2.41
6482,2023,4.14
6482,2024,1.69
6482,2025,1.87
6484,2021,1.15
6484,2022,3.44
6484,2023,3.75
6484,2024,1.01
6484,2025,3.04
6485,2021,2.51
6485,2022,4.17
6485,2023,1.16
6485,2024,1.19
6485,2025,3.48
6486,2021,3.37
6486,2022,4.32
6486,2023,3.37
6486,2024,4.8
6486,2025,2.26
6488,2021,2.59
6488,2022,4.91
6488,2023,1.43
6488,2024,4.18
6488,2025,1.05
6490,2021,2.95
6490,2022,1.61
6490,2023,3.4
6490,2024,4.19
6490,2025,1.13
6492,2021,1.66
6492,2022,2.37
6492,2023,2.02
6492,2024,2.53
6492,2025,4.81
6493,2021,1.4
6493,2022,2.69
6493,2023,2.83
6493,2024,2.12
6493,2025,2.11
6494,2021,3.86
6494,2022,3.47
6494,2023,4.25
6494,2024,2.62
6494,2025,3.43
6495,2021,4.57
6495,2022,4.41
6495,2023,4.68
6495,2024,2.08
6495,2025,4.94
6496,2021,4.27
6496,2022,4.18
6496,2023,3.67
6496,2024,4.93
6496,2025,2.77
6497,2021,3.97
6497,2022,3.8
6497,2023,3.93
6497,2024,4.01
6497,2025,1.76
6498,2021,2.4
6498,2022,2.57
6498,2023,3.99
6498,2024,3.86
6498,2025,4.33
6501,2021,4.15
6501,2022,3.38
6501,2023,1.56
6501,2024,3.54
6501,2025,4.55
6503,2021,3.57
6503,2022,4.58
6503,2023,5.0
6503,2024,2.44
6503,2025,3.89
6504,2021,3.16
6504,2022,2.82
6504,2023,1.96
6504,2024,1.98
6504,2025,1.74
6505,2021,3.53
6505,2022,1.57
6505,2023,2.73
6505,2024,3.09
6505,2025,2.75
6506,2021,4.42
6506,2022,2.77
6506,2023,1.33
6506,2024,4.97
6506,2025,4.38
6507,2021,3.64
6507,2022,4.03
6507,2023,1.51
6507,2024,4.06
6507,2025,1.83
6508,2021,2.96
6508,2022,1.71
6508,2023,4.02
6508,2024,1.98
6508,2025,2.01
6513,2021,1.44
6513,2022,3.88
6513,2023,2.18
6513,2024,3.07
6513,2025,2.33
6516,2021,4.1
6516,2022,1.91
6516,2023,4.76
6516,2024,2.29
6516,2025,1.42
6517,2021,1.96
6517,2022,1.3
6517,2023,2.87
6517,2024,2.0
6517,2025,4.54
6518,2021,3.07
6518,2022,1.93
6518,2023,2.81
6518,2024,1.78
6518,2025,1.71
6521,2021,2.2
6521,2022,1.43
6521,2023,1.75
6521,2024,4.75
6521,2025,3.67
6522,2021,4.68
6522,2022,2.03
6522,2023,4.43
6522,2024,2.45
6522,2025,1.58
6523,2021,4.22
6523,2022,1.24
6523,2023,2.62
6523,2024,4.28
6523,2025,3.47
6524,2021,3.07
6524,2022,2.41
6524,2023,1.3
6524,2024,4.96
6524,2025,1.7
6525,2021,2.02
6525,2022,1.94
6525,2023,4.63
6525,2024,4.05
6525,2025,2.83
6526,2021,4.82
6526,2022,1.21
6526,2023,4.57
6526,2024,1.24
6526,2025,2.56
6527,2021,1.22
6527,2022,5.0
6527,2023,4.66
6527,2024,3.34
6527,2025,1.87
6532,2021,2.11
6532,2022,2.8
6532,2023,2.29
6532,2024,1.09
6532,2025,3.63
6533,2021,3.45
6533,2022,4.62
6533,2023,2.91
6533,2024,2.38
6533,2025,3.05
6535,2021,1.78
6535,2022,3.5
6535,2023,4.08
6535,2024,1.61
6535,2025,2.27
6537,2021,4.47
6537,2022,3.02
6537,2023,3.13
6537,2024,3.89
6537,2025,3.31
6538,2021,1.28
6538,2022,4.22
6538,2023,4.69
6538,2024,1.21
6538,2025,1.48
6539,2021,3.81
6539,2022,3.42
6539,2023,2.53
6539,2024,3.16
6539,2025,3.81
6540,2021,3.02
6540,2022,1.56
6540,2023,1.36
6540,2024,2.76
6540,2025,4.69
6543,2021,3.23
6543,2022,2.43
6543,2023,4.63
6543,2024,2.55
6543,2025,3.04
6544,2021,1.47
6544,2022,3.95
6544,2023,3.8
6544,2024,4.18
6544,2025,2.3
6545,2021,2.74
6545,2022,1.67
6545,2023,4.86
6545,2024,1.34
6545,2025,3.6
6546,2021,3.82
6546,2022,1.63
6546,2023,2.46
6546,2024,1.17
6546,2025,3.23
6547,2021,4.98
6547,2022,2.72
6547,2023,4.96
6547,2024,1.5
6547,2025,2.57
6548,2021,4.61
6548,2022,4.51
6548,2023,2.29
6548,2024,3.71
6548,2025,4.54
6549,2021,4.07
6549,2022,3.51
6549,2023,1.61
6549,2024,1.29
6549,2025,3.46
6551,2021,3.0
6551,2022,1.95
6551,2023,2.17
6551,2024,2.57
6551,2025,2.98
6552,2021,2.56
6552,2022,2.55
6552,2023,1.46
6552,2024,4.46
6552,2025,3.44
6554,2021,1.58
6554,2022,2.7
6554,2023,2.67
6554,2024,3.4
6554,2025,3.44
6555,2021,3.58
6555,2022,3.79
6555,2023,1.41
6555,2024,2.22
6555,2025,1.07
6557,2021,2.82
6557,2022,2.72
6557,2023,3.94
6557,2024,1.67
6557,2025,3.53
6558,2021,2.23
6558,2022,2.53
6558,2023,3.88
6558,2024,1.29
6558,2025,2.37
6560,2021,2.57
6560,2022,3.86
6560,2023,1.8
6560,2024,4.79
6560,2025,4.99
6561,2021,4.28
6561,2022,2.2
6561,2023,3.66
6561,2024,1.33
6561,2025,4.49
6562,2021,3.06
6562,2022,1.71
6562,2023,2.31
6562,2024,4.2
6562,2025,4.48
6563,2021,3.08
6563,2022,2.92
6563,2023,4.0
6563,2024,4.3
6563,2025,4.06
6564,2021,2.54
6564,2022,3.57
6564,2023,4.43
6564,2024,1.61
6564,2025,2.55
6566,2021,1.23
6566,2022,2.64
6566,2023,4.09
6566,2024,1.79
6566,2025,3.17
6568,2021,1.15
6568,2022,4.59
6568,2023,4.28
6568,2024,3.1
6568,2025,3.82
6570,2021,1.42
6570,2022,4.38
6570,2023,3.86
6570,2024,1.48
6570,2025,4.92
6571,2021,1.09
6571,2022,3.51
6571,2023,1.69
6571,2024,3.88
6571,2025,1.28
6572,2021,1.32
6572,2022,2.87
6572,2023,4.98
6572,2024,2.11
6572,2025,3.45
6573,2021,3.07
6573,2022,4.37
6573,2023,2.15
6573,2024,3.22
6573,2025,4.8
6574,2021,2.33
6574,2022,2.76
6574,2023,4.56
6574,2024,2.33
6574,2025,2.52
6576,2021,2.22
6576,2022,4.24
6576,2023,4.72
6576,2024,3.52
6576,2025,3.49
6577,2021,2.56
6577,2022,1.05
6577,2023,1.7
6577,2024,1.59
6577,2025,1.46
6578,2021,3.62
6578,2022,1.55
6578,2023,1.34
6578,2024,2.53
6578,2025,2.0
6579,2021,1.58
6579,2022,1.58
6579,2023,2.02
6579,2024,3.15
6579,2025,4.03
6580,2021,4.41
6580,2022,4.01
6580,2023,3.51
6580,2024,4.63
6580,2025,3.08
6584,2021,3.53
6584,2022,2.65
6584,2023,2.31
6584,2024,2.33
6584,2025,1.59
6586,2021,4.19
6586,2022,1.22
6586,2023,3.7
6586,2024,4.46
6586,2025,2.99
6588,2021,1.28
6588,2022,2.71
6588,2023,2.37
6588,2024,4.94
6588,2025,3.77
6590,2021,3.89
6590,2022,3.06
6590,2023,3.84
6590,2024,3.89
6590,2025,1.27
6592,2021,1.89
6592,2022,1.05
6592,2023,3.04
6592,2024,4.5
6592,2025,3.44
6594,2021,3.0
6594,2022,4.7
6594,2023,1.69
6594,2024,1.3
6594,2025,4.67
6596,2021,4.61
6596,2022,3.73
6596,2023,1.98
6596,2024,4.88
6596,2025,4.06
6597,2021,3.7
6597,2022,1.89
6597,2023,3.05
6597,2024,4.29
6597,2025,4.44
6599,2021,3.25
6599,2022,3.09
6599,2023,3.79
6599,2024,3.11
6599,2025,2.67
6612,2021,1.34
6612,2022,1.5
6612,2023,4.04
6612,2024,1.1
6612,2025,1.21
6613,2021,4.62
6613,2022,3.82
6613,2023,1.02
6613,2024,2.25
6613,2025,4.05
6614,2021,2.67
6614,2022,2.88
6614,2023,2.84
6614,2024,1.81
6614,2025,3.89
6615,2021,1.41
6615,2022,3.03
6615,2023,1.68
6615,2024,1.19
6615,2025,1.57
6616,2021,4.48
6616,2022,1.7
6616,2023,2.11
6616,2024,1.55
6616,2025,3.94
6617,2021,2.78
6617,2022,4.77
6617,2023,3.66
6617,2024,3.13
6617,2025,3.63
6619,2021,1.16
6619,2022,4.8
6619,2023,4.83
6619,2024,2.1
6619,2025,3.51
6620,2021,1.81
6620,2022,3.19
6620,2023,4.08
6620,2024,4.76
6620,2025,2.36
6622,2021,3.77
6622,2022,3.87
6622,2023,1.88
6622,2024,3.52
6622,2025,3.62
6625,2021,4.06
6625,2022,5.0
6625,2023,1.16
6625,2024,1.81
6625,2025,1.58
6626,2021,1.62
6626,2022,2.82
6626,2023,4.51
6626,2024,2.79
6626,2025,3.67
6627,2021,2.51
6627,2022,2.28
6627,2023,4.34
6627,2024,3.62
6627,2025,2.4
6629,2021,4.66
6629,2022,2.99
6629,2023,1.75
6629,2024,2.93
6629,2025,3.7
6630,2021,2.47
6630,2022,4.38
6630,2023,3.13
6630,2024,2.87
6630,2025,4.43
6632,2021,2.85
6632,2022,2.66
6632,2023,1.41
6632,2024,2.45
6632,2025,2.59
6633,2021,1.72
6633,2022,3.35
6633,2023,1.58
6633,2024,1.89
6633,2025,3.24
6634,2021,2.08
6634,2022,3.56
6634,2023,3.76
6634,2024,2.21
6634,2025,1.35
6635,2021,2.96
6635,2022,1.37
6635,2023,3.06
6635,2024,3.9
6635,2025,3.48
6637,2021,2.79
6637,2022,4.78
6637,2023,1.41
6637,2024,4.52
6637,2025,4.2
6638,2021,2.68
6638,2022,1.61
6638,2023,1.62
6638,2024,4.69
6638,2025,1.93
6643,2021,4.5
6643,2022,3.01
6643,2023,2.85
6643,2024,3.48
6643,2025,1.86
6644,2021,2.71
6644,2022,4.75
6644,2023,1.95
6644,2024,4.69
6644,2025,4.98
6645,2021,1.21
6645,2022,3.13
6645,2023,1.69
6645,2024,3.49
6645,2025,4.96
6647,2021,4.59
6647,2022,4.7
6647,2023,1.85
6647,2024,3.17
6647,2025,1.94
6648,2021,4.6
6648,2022,1.76
6648,2023,1.62
6648,2024,1.05
6648,2025,1.73
6651,2021,1.76
6651,2022,1.31
6651,2023,4.47
6651,2024,4.12
6651,2025,2.02
6652,2021,4.13
6652,2022,2.69
6652,2023,4.1
6652,2024,2.29
6652,2025,3.26
6653,2021,2.53
6653,2022,1.75
6653,2023,3.34
6653,2024,4.0
6653,2025,4.01
6654,2021,2.43
6654,2022,3.07
6654,2023,4.06
6654,2024,1.22
6654,2025,1.29
6656,2021,2.5
6656,2022,1.89
6656,2023,2.5
6656,2024,1.38
6656,2025,3.37
6658,2021,3.69
6658,2022,4.17
6658,2023,3.6
6658,2024,2.59
6658,2025,4.74
6659,2021,3.91
6659,2022,3.11
6659,2023,1.83
6659,2024,3.6
6659,2025,3.37
6662,2021,3.73
6662,2022,4.12
6662,2023,4.66
6662,2024,4.8
6662,2025,3.52
6663,2021,4.86
6663,2022,4.65
6663,2023,1.01
6663,2024,3.55
6663,2025,1.71
6664,2021,2.18
6664,2022,2.19
6664,2023,2.93
6664,2024,1.04
6664,2025,1.94
6666,2021,1.12
6666,2022,3.6
6666,2023,4.56
6666,2024,4.99
6666,2025,2.79
6668,2021,2.04
6668,2022,4.41
6668,2023,1.45
6668,2024,4.9
6668,2025,3.86
6670,2021,3.02
6670,2022,1.39
6670,2023,1.07
6670,2024,3.18
6670,2025,2.66
6674,2021,4.37
6674,2022,3.57
6674,2023,2.73
6674,2024,1.9
6674,2025,2.92
6675,2021,1.65
6675,2022,3.67
6675,2023,3.42
6675,2024,4.24
6675,2025,2.8
6676,2021,2.11
6676,2022,4.35
6676,2023,3.76
6676,2024,3.83
6676,2025,3.11
6677,2021,4.5
6677,2022,1.91
6677,2023,2.61
6677,2024,4.18
6677,2025,1.53
6678,2021,4.23
6678,2022,2.41
6678,2023,1.5
6678,2024,1.32
6678,2025,4.37
6694,2021,4.11
6694,2022,2.15
6694,2023,1.47
6694,2024,1.99
6694,2025,1.85
6695,2021,3.93
6695,2022,1.86
6695,2023,1.86
6695,2024,1.13
6695,2025,3.39
6696,2021,3.76
6696,2022,3.61
6696,2023,3.27
6696,2024,4.86
6696,2025,2.89
6699,2021,4.44
6699,2022,3.58
6699,2023,1.34
6699,2024,4.24
6699,2025,3.34
6701,2021,3.61
6701,2022,1.72
6701,2023,2.75
6701,2024,4.52
6701,2025,1.86
6702,2021,1.0
6702,2022,2.03
6702,2023,2.95
6702,2024,4.29
6702,2025,3.57
6703,2021,4.68
6703,2022,2.82
6703,2023,2.56
6703,2024,1.93
6703,2025,1.87
6706,2021,3.94
6706,2022,1.32
6706,2023,1.97
6706,2024,4.54
6706,2025,3.31
6707,2021,1.19
6707,2022,3.82
6707,2023,3.03
6707,2024,4.42
6707,2025,3.73
6718,2021,1.02
6718,2022,1.82
6718,2023,2.03
6718,2024,3.81
6718,2025,3.04
6721,2021,3.99
6721,2022,3.05
6721,2023,2.31
6721,2024,1.41
6721,2025,1.81
6723,2021,2.6
6723,2022,3.21
6723,2023,4.75
6723,2024,1.96
6723,2025,3.66
6724,2021,1.61
6724,2022,3.86
6724,2023,1.05
6724,2024,3.62
6724,2025,1.65
6727,2021,1.72
6727,2022,3.24
6727,2023,2.5
6727,2024,2.89
6727,2025,2.24
6728,2021,4.81
6728,2022,2.16
6728,2023,3.17
6728,2024,4.42
6728,2025,3.66
6730,2021,2.29
6730,2022,3.21
6730,2023,1.33
6730,2024,3.18
6730,2025,2.73
6731,2021,4.03
6731,2022,4.39
6731,2023,1.8
6731,2024,1.33
6731,2025,2.56
6736,2021,3.14
6736,2022,2.51
6736,2023,3.51
6736,2024,3.02
6736,2025,4.75
6737,2021,2.64
6737,2022,1.33
6737,2023,2.21
6737,2024,3.42
6737,2025,2.02
6740,2021,2.08
6740,2022,2.36
6740,2023,3.98
6740,2024,4.76
6740,2025,2.4
6741,2021,1.78
6741,2022,2.68
6741,2023,2.41
6741,2024,4.96
6741,2025,2.86
6742,2021,3.72
6742,2022,4.66
6742,2023,3.52
6742,2024,2.0
6742,2025,3.43
6743,2021,2.61
6743,2022,2.69
6743,2023,4.92
6743,2024,2.11
6743,2025,2.88
6744,2021,1.64
6744,2022,1.71
6744,2023,3.41
6744,2024,4.0
6744,2025,3.55
6745,2021,2.32
6745,2022,1.24
6745,2023,2.88
6745,2024,3.02
6745,2025,4.08
6748,2021,3.56
6748,2022,4.49
6748,2023,4.13
6748,2024,2.46
6748,2025,3.53
6750,2021,3.99
6750,2022,4.83
6750,2023,2.69
6750,2024,3.59
6750,2025,2.57
6752,2021,3.95
6752,2022,4.65
6752,2023,4.68
6752,2024,1.63
6752,2025,1.82
6753,2021,4.02
6753,2022,3.52
6753,2023,4.62
6753,2024,2.26
6753,2025,4.39
6754,2021,3.74
6754,2022,1.78
6754,2023,1.51
6754,2024,3.81
6754,2025,1.63
6757,2021,4.18
6757,2022,3.23
6757,2023,2.91
6757,2024,2.1
6757,2025,4.94
6758,2021,3.89
6758,2022,4.11
6758,2023,4.07
6758,2024,3.34
6758,2025,4.76
6762,2021,3.34
6762,2022,3.08
6762,2023,2.09
6762,2024,2.13
6762,2025,3.95
6763,2021,2.34
6763,2022,3.91
6763,2023,4.81
6763,2024,2.76
6763,2025,1.39
6768,2021,3.67
6768,2022,1.04
6768,2023,4.15
6768,2024,3.1
6768,2025,2.96
6769,2021,3.28
6769,2022,3.07
6769,2023,2.3
6769,2024,2.13
6769,2025,2.66
6770,2021,4.58
6770,2022,1.54
6770,2023,2.3
6770,2024,1.77
6770,2025,2.71
6771,2021,1.53
6771,2022,4.04
6771,2023,1.41
6771,2024,3.66
6771,2025,2.07
6772,2021,2.89
6772,2022,1.8
6772,2023,3.92
6772,2024,4.79
6772,2025,1.89
6775,2021,4.81
6775,2022,2.3
6775,2023,3.23
6775,2024,3.81
6775,2025,1.8
6776,2021,2.78
6776,2022,1.27
6776,2023,3.79
6776,2024,2.67
6776,2025,4.57
6777,2021,2.1
6777,2022,4.69
6777,2023,1.56
6777,2024,3.43
6777,2025,2.23
6778,2021,1.73
6778,2022,1.38
6778,2023,3.62
6778,2024,1.93
6778,2025,3.29
6779,2021,4.92
6779,2022,2.26
6779,2023,1.14
6779,2024,1.57
6779,2025,1.48
6785,2021,2.85
6785,2022,3.98
6785,2023,2.19
6785,2024,1.58
6785,2025,3.56
6786,2021,2.2
6786,2022,3.3
6786,2023,4.74
6786,2024,2.17
6786,2025,3.05
6787,2021,4.23
6787,2022,3.77
6787,2023,4.01
6787,2024,4.09
6787,2025,3.16
6788,2021,3.14
6788,2022,3.88
6788,2023,3.79
6788,2024,3.68
6788,2025,2.53
6794,2021,4.31
6794,2022,1.94
6794,2023,1.62
6794,2024,2.38
6794,2025,2.02
6797,2021,3.65
6797,2022,1.92
6797,2023,3.63
6797,2024,3.05
6797,2025,1.61
6798,2021,2.03
6798,2022,3.09
6798,2023,3.93
6798,2024,2.59
6798,2025,1.93
6800,2021,2.18
6800,2022,1.38
6800,2023,1.1
6800,2024,4.89
6800,2025,1.39
6803,2021,1.5
6803,2022,4.48
6803,2023,3.65
6803,2024,2.74
6803,2025,3.6
6804,2021,4.74
6804,2022,1.4
6804,2023,1.97
6804,2024,4.44
6804,2025,4.12
6806,2021,4.98
6806,2022,2.26
6806,2023,4.78
6806,2024,2.37
6806,2025,3.86
6807,2021,4.53
6807,2022,1.68
6807,2023,1.82
6807,2024,3.32
6807,2025,4.38
6809,2021,1.32
6809,2022,4.4
6809,2023,2.37
6809,2024,2.62
6809,2025,2.36
6810,2021,4.65
6810,2022,1.52
6810,2023,3.3
6810,2024,1.59
6810,2025,4.71
6814,2021,4.19
6814,2022,1.94
6814,2023,2.19
6814,2024,2.53
6814,2025,2.62
6817,2021,4.27
6817,2022,3.26
6817,2023,2.71
6817,2024,3.88
